:mode=ask;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
:IOInt;Group;Comment;Logged;EventLogged;EventLoggingPriority;RetentiveValue;RetentiveAlarmParameters;AlarmValueDeadband;AlarmDevDeadband;EngUnits;InitialValue;MinEU;MaxEU;Deadband;LogDeadband;LoLoAlarmState;LoLoAlarmValue;LoLoAlarmPri;LoAlarmState;LoAlarmValue;LoAlarmPri;HiAlarmState;HiAlarmValue;HiAlarmPri;HiHiAlarmState;HiHiAlarmValue;HiHiAlarmPri;MinorDevAlarmState;MinorDevAlarmValue;MinorDevAlarmPri;MajorDevAlarmState;MajorDevAlarmValue;MajorDevAlarmPri;DevTarget;ROCAlarmState;ROCAlarmValue;ROCAlarmPri;ROCTimeBase;MinRaw;MaxRaw;Conversion;AccessName;ItemUseTagname;ItemName;ReadOnly;AlarmComment;AlarmAckModel;LoLoAlarmDisable;LoAlarmDisable;HiAlarmDisable;HiHiAlarmDisable;MinDevAlarmDisable;MajDevAlarmDisable;RocAlarmDisable;LoLoAlarmInhibitor;LoAlarmInhibitor;HiAlarmInhibitor;HiHiAlarmInhibitor;MinDevAlarmInhibitor;MajDevAlarmInhibitor;RocAlarmInhibitor;SymbolicName
A16_QT_0101;A16_Variables_G2;DP21S6N3;No;No;202;No;No;0;0;0063;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3150;No;P21 : Comptage sortie appareil;0;0;0;0;0;0;0;0;;;;;;;;
A16_QT_0141;A16_Variables_G2;DP21S6N4;No;No;202;No;No;0;0;0064;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3200;No;P21 : Comptage injection soude/acide concentrée;0;0;0;0;0;0;0;0;;;;;;;;
A16_QT_8822;A16_Variables_G3;DP21S6N5;No;No;202;No;No;0;0;0065;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3250;No;LSO22 : Comptage soutirage;0;0;0;0;0;0;0;0;;;;;;;;
A16_XI_4120;A16_Variables_G3;DP21S6N10;No;No;202;No;No;0;0;0066;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3300;No;LSO22 : Prêt pour production;0;0;0;0;0;0;0;0;;;;;;;;
A16_XI_4121;A16_Variables_G3;DP21S6N11;No;No;202;No;No;0;0;0067;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3350;No;LSO22 : Prêt pour NEP;0;0;0;0;0;0;0;0;;;;;;;;
A16_XO_4120;A16_Variables_G3;DP21S7N26;No;No;202;No;No;0;0;0068;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3400;No;LSO22 : Production en cours;0;0;0;0;0;0;0;0;;;;;;;;
A16_XO_4121;A16_Variables_G3;DP21S7N27;No;No;202;No;No;0;0;0069;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3450;No;LSO22 : Prêt pour NEP;0;0;0;0;0;0;0;0;;;;;;;;
A16_XO_4122;A16_Variables_G3;DP21S7N28;No;No;202;No;No;0;0;0070;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3500;No;LSO22 : NEP en cours;0;0;0;0;0;0;0;0;;;;;;;;
A16_XO_0111;A16_Variables_G2;DP21S7N30;No;No;202;No;No;0;0;0071;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3550;No;P21 : Voyant de signalisation vert;0;0;0;0;0;0;0;0;;;;;;;;
A16_XO_0112;A16_Variables_G2;DP21S7N31;No;No;202;No;No;0;0;0072;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3600;No;P21 : Voyant de signalisation jaune;0;0;0;0;0;0;0;0;;;;;;;;
A16_XO_0113;A16_Variables_G2;DP21S7N32;No;No;202;No;No;0;0;0073;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3650;No;P21 : Voyant de signalisation rouge;0;0;0;0;0;0;0;0;;;;;;;;
A16_XO_0114;A16_Variables_G2;DP22S4N0;No;No;202;No;No;0;0;0074;0;-2147483648;2147483647;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;-2147483648;2147483647;Linear;A16FAST;No;DB1092.DBD3700;No;P21 : Voyant de signalisation acoustique;0;0;0;0;0;0;0;0;;;;;;;;
